Column1,Column2,channel_title,username,comment_text,emotion
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@rajubochu1048,బాగుంది,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@sreedevimukkavilli2295,చాలా చాలా బాగుంది చక్కటి భాష యాస తో పాట చక్కటి డాన్స్ రాజు ఆసియా కి ఆసిస్సులు,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@ధరావత్ఉపేందర్జాదవ్,Singer ఎవరు,neutral
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@bandasaikumar7257,Last lo duppati seen లేకుంటే బాగుండు,sadness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@shaiksayyed4403,ఇంత టాలెంటెడ్ ఉన్నావ్ ఏంది బ్రో జామ చెట్టుకి రెడ్ కలర్ ఫుల్ ఉంటదా 😅😅😅 చూసుకో బలే,neutral
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@klpuramfilms8807,బొక్క లాగా ఉంది పాట ఏంటి లిరిక్స్ ఎవరికైనా అర్థమవుతుంది బహుశా ఈ పాట లిరిక్స్ రాసినప్పుడు మందు తాగి రాసినట్టుంది ఇలాంటి పాటలు పాడిన వాళ్ళకి నీకు బుద్ధి లేదు ఈ పాటలు విని నిన్ను సక్సెస్ చేసినందుకు మాకు బుర్ర లేదు లేకపోతే ఏంటి ఆ భాష ఇది ఏమైనా కిలికి భాష అనుకున్నావా తెలుగులో పాట రాసినప్పుడు ఎవరికైనా అర్ధమైనట్లు రాయండి రా బాబు ఈ బొక్కలో పాట కి పెద్ద ఇంటర్వ్యూ ఒకటి దయచేసి ఇలాంటి పాటలు పాడి మాబుర్ర చెడ దెంగకు ఈ పాట విన్నప్పుడు వచ్చే కోపం 100% దయచేసి పాడినప్పుడు పాట పాడు నువ్వు ఏదో ఫేమస్ అవ్వడానికి బొక్కలో లాంగ్వేజ్ లో ఇలా పడకు గుద్దల కాలిపోతుంది అప్పుడు జనాలు పిచ్చి వాళ్ళు ఏ పాటైనా వింటారని ఇలా పాడారు కనీసం పాడినప్పుడు అయినా బుర్ర పెట్టి పాడితే ఈ పాట జనాలకు అర్థం అవుతుందా లేదో తెలిసేది ఈ పాటకి మీకు మీరే కామెంట్స్ పెట్టుకొని బాగుందని ఎందుకు చెప్పు మమ్మల్ని తినడానికి తప్పించి దయచేసి ఇలాంటి ఎర్రి పు** పాటలు పాడుకో ఇలాంటి లిరిక్స్ రాయకు నేను పెట్టిన కామెంట్ కామెంట్ బాక్స్ లో డిలీట్ అయిందా 100 కామెంట్స్ పెడతాను,anger
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@mogulojuvenkatachary6815,నీ బొందలో ఉంది పాట,anger
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@SrivanRavi,సూపర్ 🎉🎉🎉బ్రో ❤❤,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@MJaiRam-ly4od,"సూపర్, 👌",happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@elagadularamesh,అన్నా మంచి చేసి,neutral
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@bogguakkulappa4738,సూపర్,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@jangampurushothamreddy5524,అమ్మాయి డాన్స్ సూపర్....,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@VillageLifeVolgasssv,నా భాష ❤❤,neutral
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@CinemaChinnollu,సేకరణ సాంగ్ నీ సేకరణ అని పెట్టక నువ్వు రాసిన అని పెట్టుకున్నావ్,neutral
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@jna7472,పాట చాలా చాలా బాగుంది విన్న కొద్ది వినాలనిపిస్తుంది ఇలాంటి పాటలు రావాలి చాలా వెరైటీగా వినసొంపుగా ఉంది మా చిన్నప్పుడు ఇలాంటి భాష మాట్లాడుకునే వాళ్ళం ఎర్రె ఎక్కడ పోర్ పోతున్నవ్ నిర్ నివు,happiness
sGYpHzJ-wQE,THATIBELLAM FULL SONG 4K || NUKARAJU & ASIYA LATEST SONG || LATEST FOLK SONG 2025 || NOOKARAJU SONG,NukarjAsiya 1425,@mahesh.2272,తెలంగాణ జానపదాలు అంటే ఒక రేంజ్ ఉంటది..🫰🤩😍😍💗👍👍👍,happiness
vcdYVI26ghA,"S.P. Balasubrahmanyam, K.S. Chithra Telugu Hit Songs | Telugu Love Songs | Video Jukebox",Tips Telugu,@YerrolaSrinivas-h2b6f,సూపర్ సాంగ్స్ 💯,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@ShaikNagulmeera-t9m6v,సూపర్,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@ShanthiPriya-b2w,వెంకటేష్ స్వామి నాకు చాలా ఇష్టం,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@madhabpanda45,పాట చాలా బాగుంది 😊,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@RamSharanVerma-xx4ec,చాలా ముద్దుగా ఉంది పాట.,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@cruise-t1m,రమణ గోగుల గారు పాటకి ప్రాణం పోశారు,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@R.durgaprasadnaik,జిల్లాల వారిగ ఊత్పతి పంటలు పెటాండి సార్,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@pravallika7379,హ ఐ 😌😍😅😭💩☠️👺👽,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@fatomytomy6616,వెంకీ అన్నా సూపర్ ❤❤❤❤❤❤❤❤,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@KNaràsàmmà-u5d,వెంకటేష్ సంక్రాంతి సినిమా పెట్టు,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@jamishanmukharao5678,ఈ సంవత్సరం మంచి పాట,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@meesalamaheshmahesh283,లైక్ it,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@krishnaanumolu7922,మొదట సారి ఈ పాట వినప్పుడు ఈ సినిమాకి మ్యూజిక్ డైరెక్టర్ రమణ గోగుల గారా ఆ అనుకున్నా,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@rajutadepalli8031,ఈ సాంగ్ రమణగోగుల పాడటం హైలైట్,neutral
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@Suren-s6z,Na బుజ్జి సూపర్ నువ్వు,happiness
L8s6qxQJKgk,"Godari Gattu Lyrical - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,@GopiGopi-xn1tn,సూపర్ వెంకన్న,happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@athramgangaram8820,కోడలు కంటె అత్తనే సూపర్ డ్యాన్స్ చేసింది,happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@movieadda2346,నేను మాత్రం కోడలు ఫ్యాన్❤,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@bhagyalaxmi-y7w,హాట్ అత్త ❤,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@bhagyalaxmi-y7w,అత్త నువ్వు కేక లావ్ యు..❤❤❤ .,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@L.MAHAMMEDRAFI,కొదలుకంటే అత్తే హుషారు గుంది అత్తే మస్తుగా ఎగురు తుంది ❤,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@lokeswarareddy232,అట్ట మాటిమాటికి నా కొడుకు అంటాంటే ఏదోలా ఉందత్త!🤭,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@sorrypotti,దెంగుతలేడా దేకుతాలేడా 😂😂,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@BhavanigeetanPodili,❤❤ రెబెల్,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@Headshotking999-u7t,"సూపర్ సాంగ్, అత్త డాన్స్ చూడాలా లేక కోడలు డాన్స్ చూడాలానో అర్థమ్ కావవడం లేదు, ఇద్దరు డాన్స్ సూపర్, నా రెండు కన్లు చాలడం లేదు, సాంగ్ పాడిన వారి గొంతు చాలా బాగుంది,❤❤❤❤❤👍👍👍👍👍",happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@rishikummariKummari,సూపర్ సాంగ్,happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@TejuluLujulu-e7s1o,అత్త డాన్స్ కేక,happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@chinnigidla5898,అయ్యో దేకు దేకు అన్న దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు కోడలా నీ సోకు సాలు సాలయేనే అందుకే దేకల నా కొడుకు సళ్ళ సళ్ళ గున్న ఆ సందుల చెయ్యి పట్టడేమత్తా నీ కొడుకు చీకటేలా అయ్యింది సందులోని సలి అంటెట్టా పడతాడే నా కొడుకు అయ్యో ముట్టాడేందే చెయ్యి పట్టాడేందే అత్త నీ కొడుకు అంటెట్టా చేతడే అయ్యో దేకు దేకు అన్న దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు కోడలా నీ సోకు సాలు సాలయేనే అందుకే దేకల నా కొడుకు ఇంట్లో నీళ్ళుపోసి పెంచిన ఆకులను పాటించుకోడత్తా నీ కొడుకు నువ్వు ముట్టుకుంటే మట్టి పట్టిపెంటానని పాటించుకోలేదే నా కొడుకు అయ్యో కోరి కోరి ఇంత పళ్ళు కొందామంటే పళ్ళు కొనడత్తా నీ కొడుకు పళ్ళు కొంటె పొద్దు పోతావేమో అని మళ్ళొచ్చి కొంటనాడే నా కొడుకు పళ్ళు కొంటాలేడే పూలు ముట్టలేడే పానమంతా నొప్పి నొప్పి = అత్త దేకు దేకు అన్న దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు ఎహె కోడలా నీ సోకు సాలు సాలయేనే అందుకే దేకల నా కొడుకు గుడిసెలున్నగ గుళ్ళనియ్యమంటే లొల్లిచేత్తడేత్త నీ కొడుకు పనిమిదునోన్ని పిలిచి గుళ్ళడిగితే లొల్లి పెట్టడాయే నా కొడుకు నే పనియందుంటేనే నన్ను లొల్లిలొపి నన్ను గెల్లుగిత్తడేత్త నీ కొడుకు పొనీలేవే నీ మీద ప్రేమతోనే గెల్లుగిచ్చెన్డెమో నా కొడుకు లొల్లి చెత్తడెందే గట్ల గిత్తడేందే అత్త నీ కొడుకు నాకేలా దొరికినాడే అయ్యో దేకు దేకు అన్న దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు కోడలా నీ సోకు సాలు సాలయేనే అందుకే దేకల నా కొడుకు ఊడకపోతుందంటే ఇసురుకారన్ననెట్టి ఉపడేమత్తా నీ కొడుకు ఊపి ఊపి చేతులు అరిగేనాన్ని నీతో యెగలేకపోయినాడే నా కొడుకు అయ్యో ఉడికించిన బువ్వ ముతిప్పి పెడితే తినక అలుగుడత్త నీ కొడుకు నువ్వు ఉడికిచ్చిన బువ్వే రోజు తినలేక ఇట్లా వంక పెట్టె నా కొడుకు జర్ర ఊపడెందే గుక్కపెట్టాడేందే అప్పుడు దేకి దేకి ఇప్పుడు దేకడెందే అత్త దేకు దేకు అన్న దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు కోడలా నీ సోకు సాలు సాలయేనే అందుకే దేకల నా కొడుకు దోల్తాన్న నన్ను దేకడేమత్తా నీ కొడుకు ఓ కోడలా నీ సోకు సాలు సాలయేనే,anger
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@gokamswamy471,తమ్ముని swag చూడు తమ్ముడు,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@ShivaniAnandi-jh4ps,అత్త ఫాన్స్,neutral
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@nareshsidhi4629,సూపర్ సాంగ్ ❤️❤️❤️,happiness
i_ov142Lnws,DEKU DEKU DJ FULL SONG | ATTA KODALU SONG | SINGER LAVANYA | SRINIVAS MELODYS,Srinivas Melodys,@smoulali2204,నిన్ను డెకలి అంటే నీ సామాన్లు బాగుండాలి అంటున్న😂,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@HKNRMART,"భారత దేశం లో మద్యం నిర్ములించాలి,మద్యం వలన లక్ష్యలాధీ కుటుబాలు వీడిన పడుచున్నవి. అనేక ప్రమాదాలు జరుగుటున్నాయి , మద్య నిషేదం అమల్లోకి రావాలి. జై జవాన్ జై కిసానే",neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@gudimetlaagastya1988,2014 2019లో కాదు కుంభ కోణం 2019. 2024జరిగింది,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@mallikarjunaraouvv,బెయిల్ మళ్ళా తీసుకొని యింకోక 12 ఏళ్ళు కేసుల్ని తీసుకొని పోతాడు. చివరకు ఏమీకాదు,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@seshasai4013,చెప్పింది న్యూస్ చెప్పి చెప్పిన న్యూస్ చెప్పి బుర్ర తింటున్నారు ఇక ఈటీవీ న్యూస్ అనవసరం వేరే చానల్స్ పులివెందులలో ఎవరెవరిని అరెస్ట్ చేశారు అన్ని గురించి చెబుతున్నారు మీరు ఎందుకు చెప్పటం లేదు ఎందుకు,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@bpnaidu5465,"ప్రతిరోజూ మద్యం కుంభ కోణం అనే వార్తలు మొదలు పెడుతున్నారు,కానీ ఎప్పటికి అసలు వ్యక్తి ని తెలుసు కొని కూడా అరెస్ట్ చెయ్యట్లేదు అది మన రాష్ట్ర ప్రభుత్వ పరిస్థితిని, మన చట్టాలలో ఉన్న లొసుగులను వాడుకొని దర్జాగా పబ్లిక్ లో చెలామణి ఐపోతున్నారు, ఇక ఈ రాష్ట్రాన్ని ఆ భగవంతుడే కాపాడాలి 🙏",neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@kilaruvenkateswararao,"🙏💐❤️ శుభోదయం, శుభమస్తు, 🙏💐❤️, ఈ, టి, వి, యాజమాన్యం, మరియు, శ్రోతలు, అందరికి, ధన్యవాదములు 🙏💐❤️",neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@krishnark7815,"వివేకానంద రెడ్డి ని చంపేసిన వాడు కూడా జగనే అంటున్నారు, ఎదవ కోర్టులు ఏమైనా పీకారా? ఈ చెత్త వార్తలు వలన ఉపయోగం ఏమిటి? 2029 లోపు జగన్ ప్రస్తావన కూటమి ప్రభుత్వం తీసుకురాకూడదు ప్రజల తీర్పు అంతిమ తీర్పు అనే దృక్పధం తో ప్రభుత్వం ఆలోచించి పాలన & సంక్షేమాలు దృష్టి పెట్టాలి. జగన్ ని హీరో చేస్తున్నారు. రోజా రెడ్డి ని వాడుకుంటున్నారు వెధవ ఆలోచనలతో ప్రజాస్వామ్యం కి ముగింపు పలికే నాయకుడి ఆవిర్భావం జరగాలి",anger
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@srinivasaraokolakaluru6198,"TDP హయాంలో మద్య ఎరులై పారుతుంది. వైన్ షాప్ లను 5 star హోటల్స్ మాదిరి అలంకరణ చేసి మద్య అమ్ముతున్నారు. ప్రజల ఆరోగ్యాన్ని హాని చేసే చీఫ్ లిక్కర్ అమ్ముతున్నారు. ప్రభుత్వం దీనిపై దృష్టిపెట్టినా ప్రజల ఆర్ధిక, ఆరోగ్య పరిస్థితి మెరుగు పడుతుంది. కక్ష సాధింపు చర్యలు ప్రజలకు అనవసరం.",neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@Satya1__3,శుభోదయం ఈటీవీ ..,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@bhargavff11,ఈటీవీ ఛానల్ న్యూస్ వారికి మా ధన్యవాదములు చంద్రబాబు నాయుడు గారికి మా మాటగా తెలియజేయండి ఫిర్యాదులు చేయడానికి ఒకే నెంబర్ 1100 ఉండేది ఏ నంబరు పెట్టి ప్రజల యొక్క ఫిర్యాదులు డైరెక్ట్ తెలుసుకోవడానికి చేయడానికి అవకాశం ఇవ్వమని చెప్పండి ఇది టిడిపి పార్టీ కార్యకర్తల మనోభావం అని చెప్పండి ఇట్లు రాజమండ్రి రూరల్ కడియం మండలం దుల్ల గ్రామం 241 బూత్ ఇన్చార్జిని ఎస్ఎంసి చైర్మన్,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@badampudivenkatanageswarar9391,వైయస్ జగన్మోహన్ రెడ్డి 3500 కోట్లు మద్యం స్కానింగ్ చెబుతున్నారు కానీ లక్ష కోట్లు స్కాన్ చేసిన జగన్మోహన్ రెడ్డికి భయం లేదు ఎందుకంటే నరేంద్ర మోడీ మానస పుత్రుడు కాబట్టి కింగ్ తెలుగు రాష్ట్రాల్లో ఉండే ప్రజలందరూ కూడా ఒక విషయం గమనించండి కేంద్ర వాలి గారు కవిత గారు జగన్మోహన్ రెడ్డితో పోల్చుకుంటే ఐదు పది శాతం స్కామే కానీ జగన్మోహన్ రెడ్డి 3500 కోట్లు మద్యం స్కామ్ చేసినప్పుడు కూడా మరి ఆయన్ని గాని ఏమైనా కలిపితే నరేంద్ర మోడీ కోశాలు కదిలిపోతాయని భయం ఉంది కాబట్టి జగన్మోహన్ రెడ్డిని ఏమి చేయకుండా కాపాడుతున్నాడు కెసిఆర్ ని భయపెట్టి తెలంగాణలో 8 ఎంపీ సీట్లు గెలిపిస్తే కవిత గారిని బయటికి పంపిస్తామని చెప్పి ఆ రోజు కవిత గాని విడుదల చేయడం జరిగింది అరవింద్ కేజ్రివాల గారు అందుకు లొంగ లేదు కాబట్టి మనం ఇప్పటికీ కూడా ఆయన రాజకీయ భవిష్యత్తు లేకుండా చేయడానికి అయితే గట్టి ప్రయత్నం చేస్తున్నాడు నరేంద్ర మోడీ ఇప్పటికైనా రెండు తెలుగు రాష్ట్రాల్లో ప్రజలు కూడా నరేంద్ర మోడీ గారు ఎలాంటి వ్యక్తి అనేది తెలుసుకోవాల్సిన అవసరం ఎంతైనా ఉంది భారతదేశంలో ప్రజలంతా ఒక్కట ఆలోచించి 2029లో 2029 లో మనం కేంద్రంలో బిజెపి ప్రభుత్వాన్ని గద్దధించి ఇంటికి పంపించేయాలి,fear
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@raminaidusamireddy5097,CBN అరెస్ట్ ప్రీతిఫలం ఎలా ఉంటుందో YCP కి ఇపుడు బాగా అర్ధం ఐ ఉంటుంది.,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@raminaidusamireddy5097,"మద్యం లో ఇంత పెద్ద స్కాం జరిగిన, ఇంకా జగన్ని ఎలా సమర్దిస్తున్నారో తెలియడం లేదు.",neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@RamBabu-yb3ui,""" అసలు మద్యం కుంబకోణం ఏమీ జరగలేదు అంతా కూటమి ప్రభుత్వం కక్ష పూరితంగా మా వైసీపీ వాళ్ళని టార్గెట్ చేసి తప్పుడు కేసులు పెట్టి లోపల వేస్తున్నారు.... ఇదీ వైసీపీ వాళ్ళ సిగ్గులేని వాదన.... సిగ్గులేకుండా మళ్ళీ ప్రెస్ మీట్లు పెట్టి మరీ మాట్లాడతారు.... మరి ఇంకా జగన్ గాడ్ని సమర్ధించే వాళ్ళు ఉన్నారంటే ఆశ్చర్యం వేస్తుంది !""",sadness
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@janardhanmarella5982,అసలు వార్తలు యెలా రాస్తూన్నారు ? 2014-19 మధ్య జరిగిన కుంభకోణం అని అంటున్నారు. CBN గారు కుంభకోణం చేశారా? శ్రోతలు జాగ్రత్తగా వినండి,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@Palnadu1,😂 అవును,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@shenkarakula9747,గుడ్ మార్నింగ్ ఈటీవీ,neutral
DuneBm5IyYk,"7 AM | ETV Telugu News | 12th August ""2025",ETV Andhra Pradesh,@shaiksilaiman2682,జై చంద్రబాబు జై జై చంద్రబాబు 🎉,neutral
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@kyalaiah4115,ఎన్ని లక్షల జీతాలు చేసుకున్న కి అందుకే తగిన శాస్తి జరిగింది ఉద్యోగం లేకుండా పింఛన్ లేకుండా తరిమేయండి,anger
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@Sadguna-co6pv,Congress vaaru తెలంగాన డబ్బులు అన్ని Theesuku పోయి Delhi lo waste chesthunnaaru,neutral
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@NaiduD-j4v,జై చంద్రబాబు జై తెలుగుదేశం,neutral
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@bodigekishorekumar2148,ఇది కచ్చితంగా రాహుల్ గాంధీ సృష్టించిన ఫేక్ లిస్ట్. ప్రతి పక్షాలు అంత తెలివి తక్కువ వాళ్ళ? పిచ్చి వాళ్ళ? వాళ్ళు ఈ మాత్రం గుర్తించ లేని తెలివి తక్కువ వాళ్ళ?,neutral
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@venkatadrichirumamilla5132,"మోడీగారు,మీ పాలనభేష్.కానీ బాబాయ్ కేసు సమాధి చేస్తుంటే కిమ్మనకున్నారుగా? దీని భావనేమి?దేశాధినేతా?",neutral
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@anandkanna6883,బీజేపీ ప్రభుత్వం.. దొంగల ప్రభుత్వం.... ఈ ఎన్నికలో తెలిసిపోయింది,anger
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@nareshgunda770,నిజంగా బిజెపి అక్రమంగా గెలిసింది,anger
j2QDEEx0tjM,"9 PM | ETV Telugu News | 7th August ""2025",ETV Andhra Pradesh,@SankararaoA,సబ్బవరపు శ్రీనివాస్,neutral
